Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2018,December,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Threshold exceedance,6-Dec-18,3,4.37,2.15,0.73,0.22,Management action planned (In-feed treatment),2
2018,December,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Follow-up,12-Dec-18,3,2.68,1.32,0.17,0.03,Management action planned (In-feed treatment),2
2018,December,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Follow-up,19-Dec-18,2,3.33,1.75,0.40,0.40,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Follow-up,25-Dec-18,3,4.28,2.30,0.52,0.42,Management action planned (In-feed treatment),2
2018,December,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,December,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,8-Dec-18,3,1.18,1.07,0.03,0.00,,2
2018,December,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Threshold exceedance,8-Dec-18,3,4.38,3.39,0.00,0.00,,2
2018,December,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Pre-treatment,19-Dec-18,3,7.20,5.18,0.00,0.00,In-feed treatment,2
2018,December,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,14-Dec-18,3,0.48,0.37,0.02,0.00,,2
2018,December,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,31-Dec-18,3,0.00,0.00,0.00,0.00,,1
2018,December,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,December,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,12-Dec-18,3,0.06,0.05,0.00,0.00,,1
2018,December,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,18-Dec-18,3,0.02,0.02,0.00,0.00,,1
2018,December,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,December,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,4-Dec-18,3,0.62,0.25,0.92,0.25,,1
2018,December,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,21-Dec-18,3,1.16,0.27,1.84,0.49,,1
2018,December,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,4-Dec-18,3,0.68,0.28,0.22,0.00,,1
2018,December,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,13-Dec-18,3,0.48,0.17,0.55,0.52,,1
2018,December,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,19-Dec-18,3,1.27,0.58,0.87,0.27,,1
2018,December,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,26-Dec-18,2,1.05,0.73,0.85,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,6-Dec-18,3,0.00,0.00,0.00,0.00,,2
2018,December,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,13-Dec-18,2,0.15,0.13,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,21-Dec-18,3,0.12,0.02,0.02,0.00,,2
2018,December,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,5-Dec-18,3,4.28,1.97,4.92,1.63,,2
2018,December,1382,Marine Harvest Canada,Robertson,50.93155,-127.42258,Port Hardy,Follow-up,24-Dec-18,3,2.87,1.58,3.32,1.68,,2
2018,December,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,4-Dec-18,3,0.00,0.00,0.00,0.00,,2
2018,December,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,11-Dec-18,2,0.23,0.15,0.03,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2018,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Post in-feed treatment,3-Dec-18,6,0.09,0.04,0.03,0.00,,1
2018,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Routine monitoring,13-Dec-18,3,0.00,0.00,0.00,0.00,,1
2018,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Pre-treatment,20-Dec-18,3,0.23,0.07,0.03,0.13,Medicinal bath treatment,1
2018,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Post mechanical removal or bath treatment,30-Dec-18,3,0.05,0.03,0.10,0.00,Medicinal bath treatment,1
2018,December,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,23-Dec-18,3,0.08,0.00,0.17,0.00,,1
2018,December,12,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2018,December,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,6-Dec-18,2,0.00,0.00,0.08,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,13-Dec-18,3,0.05,0.00,0.17,0.15,,1
2018,December,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,20-Dec-18,2,0.00,0.00,0.25,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2018,December,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,27-Dec-18,3,0.13,0.05,0.13,0.10,,1
2018,December,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2018,December,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2018,December,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,December,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2018,December,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,1144,Cermaq Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Routine monitoring,16-Jan-19,3,1.42,0.38,1.27,1.98,,1
2019,January,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,11-Jan-19,2,0.65,0.35,0.78,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood
2019,January,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,7-Jan-19,3,0.50,0.13,4.63,4.38,,1
2019,January,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,14-Jan-19,2,0.73,0.20,10.23,0.65,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,21-Jan-19,4,0.61,0.21,10.19,3.60,,1
2019,January,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,29-Jan-19,2,0.60,0.25,10.65,3.60,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2019,January,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,16-Jan-19,3,0.05,0.05,0.27,1.75,,1
2019,January,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,9-Jan-19,3,0.27,0.07,0.35,0.75,,1
2019,January,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,23-Jan-19,3,0.22,0.10,1.58,3.63,,1
2019,January,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,7-Jan-19,2,0.40,0.35,3.15,0.90,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,13-Jan-19,3,0.90,0.52,3.15,3.03,,2
2019,January,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,19-Jan-19,2,0.45,0.23,3.83,1.18,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,28-Jan-19,3,0.97,0.57,3.70,2.38,,2
2019,January,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,January,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,16-Jan-19,3,0.45,0.20,0.00,0.20,,2
2019,January,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,1-Jan-19,2,0.93,0.48,1.23,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,5-Jan-19,3,0.60,0.25,2.15,0.25,,1
2019,January,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,14-Jan-19,2,0.90,0.50,3.80,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,22-Jan-19,3,0.73,0.27,3.93,0.50,,1
2019,January,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,28-Jan-19,2,1.08,0.60,6.15,0.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,7273,Grieg Seafood BC,Tsa-ya,50.61330,-126.33073,Broughton Archipelago,Routine monitoring,14-Jan-19,3,0.33,0.13,0.43,8.05,,1
2019,January,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Routine monitoring,14-Jan-19,3,0.55,0.08,0.65,5.35,,1
2019,January,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,6-Jan-19,3,1.47,0.72,1.78,0.02,,1
2019,January,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,12-Jan-19,2,2.03,0.70,1.05,0.48,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Pre-treatment,15-Jan-19,8,1.69,0.86,1.24,0.08,Management action planned (Mechanical removal treatment),1
2019,January,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Post mechanical removal or bath treatment,16-Jan-19,8,0.28,0.23,0.29,0.01,,1
2019,January,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,27-Jan-19,2,1.13,0.50,1.23,0.70,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,5-Jan-19,3,0.42,0.05,2.28,5.55,,1
2019,January,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,12-Jan-19,3,0.42,0.10,1.98,5.02,,1
2019,January,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,25-Jan-19,4,0.46,0.06,1.08,0.89,,1
2019,January,1702,MOWI Canada West,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2019,January,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Post mechanical removal or bath treatment,1-Jan-19,3,0.00,0.00,0.00,0.02,,2
2019,January,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Pre-treatment,2-Jan-19,8,1.36,0.72,0.26,0.37,Management action planned (Medicinal bath treatment),2
2019,January,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Post mechanical removal or bath treatment,5-Jan-19,8,0.06,0.03,0.03,0.06,,2
2019,January,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Routine monitoring,26-Jan-19,3,0.07,0.00,0.00,0.07,,2
2019,January,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Routine monitoring,19-Jan-19,3,8.98,4.80,0.03,0.02,Management action planned (Medicinal bath treatment),2
2019,January,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Threshold exceedance; Pre-treatment,20-Jan-19,3,10.08,4.05,0.75,0.07,Management action planned (Medicinal bath treatment),2
2019,January,234,Cermaq Canada,Dixon Bay,49.40500,-126.15055,Clayoquot Sound,Routine monitoring,2-Jan-19,3,0.00,0.00,0.00,0.02,,1
2019,January,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,4-Jan-19,3,0.02,0.00,0.00,0.08,,1
2019,January,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,Threshold exceedance,6-Jan-19,3,3.88,2.55,0.02,0.00,Management action planned (Medicinal bath treatment),2
2019,January,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,19-Jan-19,3,0.00,0.00,0.00,0.00,,1
2019,January,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,7-Jan-19,3,0.80,0.13,1.45,1.73,,1
2019,January,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,14-Jan-19,2,1.58,0.13,0.00,1.28,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,20-Jan-19,3,2.43,0.40,2.58,4.52,,1
2019,January,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,29-Jan-19,3,0.75,0.05,1.70,3.52,,1
2019,January,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,10-Jan-19,3,0.08,0.02,0.00,0.00,,2
2019,January,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,5-Jan-19,3,0.25,0.12,0.00,0.17,,2
2019,January,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,7-Jan-19,3,1.75,1.00,0.07,0.00,,2
2019,January,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,10-Jan-19,2,1.30,0.50,0.30,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,21-Jan-19,3,0.82,0.52,0.00,0.03,,2
2019,January,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,28-Jan-19,2,0.30,0.18,0.03,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,7-Jan-19,2,1.05,0.48,1.45,0.58,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,12-Jan-19,3,1.57,0.43,2.23,2.40,,1
2019,January,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,21-Jan-19,2,1.10,0.33,1.45,0.90,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Threshold exceedance,25-Jan-19,7,3.47,0.87,3.51,3.32,Bi-weekly counts,1
2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,10-Jan-19,3,1.72,0.63,0.32,0.08,,2
2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,17-Jan-19,2,1.10,0.53,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,24-Jan-19,3,0.52,0.43,0.00,0.00,,2
2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,31-Jan-19,2,0.55,0.30,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,7-Jan-19,2,1.60,0.98,1.23,0.80,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,13-Jan-19,3,2.75,1.22,0.00,0.55,,2
2019,January,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Pre-treatment,20-Jan-19,3,2.70,1.37,0.45,1.33,Management action planned (In-feed treatment),2
2019,January,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,30-Jan-19,2,3.20,1.25,1.88,0.40,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,19-Jan-19,3,1.47,1.05,0.02,0.30,,2
2019,January,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,10-Jan-19,4,0.59,0.26,2.21,0.45,,2
2019,January,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,20-Jan-19,2,1.05,0.05,1.03,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,26-Jan-19,3,1.77,0.62,2.52,0.08,,2
